YYMMDDHHMI,STN,WD,WS,GST,VS,RVR1,RVR2,WC,CA,CA1,CT1,CH1,CA2,CT2,CH2,CA3,CT3,CH3,CA4,CT4,CH4,TA,TD,HM,PA,PS,RN
202409211500,113,60,10,-9,10000,-9,-9,-9,7,6,6,3000,7,3,10000,-9,-9,-9,-9,-9,-9,22.7,16.7,6.9,1006.7,1007.5,-9.0
202409211600,113,30,10,-9,10000,-9,-9,-9,7,6,6,3000,7,0,20000,-9,-9,-9,-9,-9,-9,22.8,16.7,6.8,1006.7,1007.5,-9.0
202409211700,113,20,13,-9,10000,-9,-9,-9,7,6,6,3000,7,0,20000,-9,-9,-9,-9,-9,-9,21.6,15.7,6.9,1006.7,1007.5,-9.0
202409211800,113,20,15,-9,10000,-9,-9,-9,7,6,6,3500,7,0,20000,-9,-9,-9,-9,-9,-9,21.2,15.1,6.8,1007.1,1007.9,-9.0
202409211900,113,20,15,-9,10000,-9,-9,-9,7,6,6,4000,7,0,20000,-9,-9,-9,-9,-9,-9,21.0,15.0,6.8,1007.2,1008.1,-9.0
202409212000,113,20,16,-9,10000,-9,-9,-9,7,7,6,4000,-9,-9,-9,-9,-9,-9,-9,-9,-9,20.9,14.6,6.7,1007.8,1008.6,-9.0
202409212100,113,10,16,-9,10000,-9,-9,-9,7,7,6,4500,-9,-9,-9,-9,-9,-9,-9,-9,-9,20.6,14.3,6.7,1008.7,1009.5,-9.0
202409212200,113,20,14,-9,10000,-9,-9,-9,7,3,6,4000,7,3,7000,-9,-9,-9,-9,-9,-9,20.5,14.3,6.7,1009.0,1009.9,-9.0
202409212300,113,10,13,-9,10000,-9,-9,-9,7,7,6,6000,-9,-9,-9,-9,-9,-9,-9,-9,-9,20.2,13.9,6.7,1009.4,1010.2,-9.0
202409220000,113,20,14,-9,10000,-9,-9,-9,7,7,6,6000,-9,-9,-9,-9,-9,-9,-9,-9,-9,19.9,13.6,6.7,1009.4,1010.2,-9.0
202409220100,113,10,13,-9,10000,-9,-9,-9,7,7,6,6000,-9,-9,-9,-9,-9,-9,-9,-9,-9,19.2,13.8,7.1,1009.4,1010.3,-9.0
202409220200,113,10,12,-9,10000,-9,-9,-9,6,6,6,6000,-9,-9,-9,-9,-9,-9,-9,-9,-9,19.1,13.8,7.1,1009.6,1010.5,-9.0
202409220300,113,20,11,-9,10000,-9,-9,-9,7,7,6,6000,-9,-9,-9,-9,-9,-9,-9,-9,-9,19.2,13.8,7.1,1010.0,1010.8,-9.0
202409220400,113,10,12,-9,10000,-9,-9,-9,7,7,6,6000,-9,-9,-9,-9,-9,-9,-9,-9,-9,19.1,13.8,7.1,1010.3,1011.2,-9.0
202409220500,113,20,11,-9,10000,-9,-9,-9,7,7,6,5000,-9,-9,-9,-9,-9,-9,-9,-9,-9,19.1,14.1,7.3,1010.7,1011.5,-9.0
202409220600,113,20,12,-9,10000,-9,-9,-9,7,7,6,5000,-9,-9,-9,-9,-9,-9,-9,-9,-9,19.4,13.8,7.0,1011.2,1012.0,-9.0
202409220700,113,20,12,-9,10000,-9,-9,-9,7,7,6,5000,-9,-9,-9,-9,-9,-9,-9,-9,-9,19.6,14.1,7.0,1011.9,1012.8,-9.0
202409220800,113,30,11,-9,10000,-9,-9,-9,7,7,6,5000,-9,-9,-9,-9,-9,-9,-9,-9,-9,20.0,14.8,7.2,1012.4,1013.2,-9.0
202409220900,113,20,11,-9,10000,-9,-9,-9,5,5,6,5500,-9,-9,-9,-9,-9,-9,-9,-9,-9,21.1,14.8,6.8,1012.8,1013.6,-9.0
202409221000,113,40,12,-9,10000,-9,-9,-9,4,4,6,6000,-9,-9,-9,-9,-9,-9,-9,-9,-9,21.5,15.0,6.7,1013.2,1014.0,-9.0
202409221100,113,40,13,-9,10000,-9,-9,-9,4,4,6,6000,-9,-9,-9,-9,-9,-9,-9,-9,-9,22.6,14.5,6.0,1013.2,1014.0,-9.0
202409221200,113,30,12,-9,10000,-9,-9,-9,5,5,6,6000,-9,-9,-9,-9,-9,-9,-9,-9,-9,23.6,15.6,6.1,1013.0,1013.8,-9.0
202409221300,113,30,12,-9,10000,-9,-9,-9,4,4,3,7500,-9,-9,-9,-9,-9,-9,-9,-9,-9,24.6,15.3,5.6,1012.5,1013.3,-9.0
202409221400,113,20,10,-9,10000,-9,-9,-9,4,4,6,6500,-9,-9,-9,-9,-9,-9,-9,-9,-9,24.9,15.7,5.7,1012.2,1013.0,-9.0
202409221500,113,10,11,-9,10000,-9,-9,-9,4,1,6,4000,4,6,6500,-9,-9,-9,-9,-9,-9,25.3,15.7,5.5,1012.3,1013.1,-9.0
202409221600,113,10,10,-9,10000,-9,-9,-9,4,1,6,4000,4,6,6500,-9,-9,-9,-9,-9,-9,24.9,15.8,5.7,1012.3,1013.1,-9.0
202409221700,113,10,12,-9,10000,-9,-9,-9,4,4,6,6500,-9,-9,-9,-9,-9,-9,-9,-9,-9,24.1,15.9,6.0,1012.6,1013.4,-9.0
202409221800,113,20,13,-9,10000,-9,-9,-9,4,4,6,6500,-9,-9,-9,-9,-9,-9,-9,-9,-9,23.1,16.0,6.4,1013.0,1013.8,-9.0
202409221900,113,30,13,-9,10000,-9,-9,-9,6,6,6,5500,-9,-9,-9,-9,-9,-9,-9,-9,-9,21.9,15.8,6.8,1013.5,1014.3,-9.0
202409222000,113,30,14,-9,10000,-9,-9,-9,4,2,6,6000,4,3,9000,-9,-9,-9,-9,-9,-9,21.1,15.5,7.0,1014.4,1015.2,-9.0
202409222100,113,40,13,-9,10000,-9,-9,-9,4,2,6,6000,4,3,9000,-9,-9,-9,-9,-9,-9,20.1,15.6,7.5,1015.2,1016.0,-9.0
202409222200,113,50,14,-9,10000,-9,-9,-9,4,4,3,7000,-9,-9,-9,-9,-9,-9,-9,-9,-9,19.5,15.0,7.5,1015.9,1016.8,-9.0
202409222300,113,50,13,-9,10000,-9,-9,-9,2,2,3,7000,-9,-9,-9,-9,-9,-9,-9,-9,-9,18.5,14.4,7.7,1016.5,1017.3,-9.0
202409230000,113,50,12,-9,10000,-9,-9,-9,1,1,3,8000,-9,-9,-9,-9,-9,-9,-9,-9,-9,18.0,14.3,7.9,1016.9,1017.7,-9.0
202409230100,113,50,10,-9,10000,-9,-9,-9,0,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,17.3,13.9,8.1,1017.2,1018.1,-9.0
202409230200,113,50,12,-9,10000,-9,-9,-9,0,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,17.0,13.6,8.1,1017.4,1018.2,-9.0
202409230300,113,40,11,-9,10000,-9,-9,-9,0,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,16.7,13.4,8.1,1017.6,1018.4,-9.0
202409230400,113,50,10,-9,10000,-9,-9,-9,0,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,16.4,13.4,8.2,1018.0,1018.8,-9.0
202409230500,113,50,10,-9,10000,-9,-9,-9,0,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,16.3,13.4,8.3,1018.2,1019.0,-9.0
202409230600,113,40,8,-9,10000,-9,-9,-9,0,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,16.4,13.7,8.4,1018.6,1019.4,-9.0
202409230700,113,40,9,-9,10000,-9,-9,-9,1,1,6,3000,-9,-9,-9,-9,-9,-9,-9,-9,-9,17.0,13.5,8.0,1018.9,1019.7,-9.0
202409230800,113,50,8,-9,10000,-9,-9,-9,1,1,6,3000,-9,-9,-9,-9,-9,-9,-9,-9,-9,18.3,13.5,7.3,1019.2,1020.0,-9.0
202409230900,113,50,8,-9,10000,-9,-9,-9,0,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,19.3,13.1,6.7,1019.4,1020.2,-9.0
202409231000,113,50,9,-9,10000,-9,-9,-9,0,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,21.3,13.0,5.9,1019.3,1020.1,-9.0
202409231100,113,50,10,-9,10000,-9,-9,-9,0,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,22.8,12.5,5.2,1019.0,1019.8,-9.0
202409231200,113,50,10,-9,10000,-9,-9,-9,0,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,23.7,12.5,5.0,1018.2,1019.0,-9.0
202409231300,113,20,9,-9,10000,-9,-9,-9,0,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,24.4,12.5,4.8,1017.6,1018.4,-9.0
202409231400,113,10,9,-9,10000,-9,-9,-9,0,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,24.6,13.1,4.9,1016.7,1017.5,-9.0
202409231500,113,10,6,-9,10000,-9,-9,-9,0,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,25.0,13.1,4.8,1016.3,1017.1,-9.0
202409231600,113,20,8,-9,10000,-9,-9,-9,1,1,6,5000,-9,-9,-9,-9,-9,-9,-9,-9,-9,25.3,12.5,4.5,1016.1,1016.9,-9.0
202409231700,113,350,7,-9,10000,-9,-9,-9,1,1,6,5500,-9,-9,-9,-9,-9,-9,-9,-9,-9,24.8,14.0,5.1,1016.1,1016.9,-9.0
202409231800,113,360,7,-9,10000,-9,-9,-9,1,1,6,5500,-9,-9,-9,-9,-9,-9,-9,-9,-9,23.6,13.0,5.2,1016.4,1017.2,-9.0
202409231900,113,10,7,-9,10000,-9,-9,-9,1,1,0,20000,-9,-9,-9,-9,-9,-9,-9,-9,-9,22.8,13.0,5.4,1016.7,1017.5,-9.0
202409232000,113,20,5,-9,10000,-9,-9,-9,3,1,6,6000,3,0,20000,-9,-9,-9,-9,-9,-9,22.0,13.5,5.9,1017.0,1017.9,-9.0
202409232100,113,40,7,-9,10000,-9,-9,-9,4,2,6,6000,4,0,20000,-9,-9,-9,-9,-9,-9,21.8,13.1,5.8,1017.4,1018.2,-9.0
202409232200,113,50,7,-9,10000,-9,-9,-9,2,2,0,20000,-9,-9,-9,-9,-9,-9,-9,-9,-9,20.9,14.9,6.8,1017.4,1018.2,-9.0
202409232300,113,50,5,-9,10000,-9,-9,-9,2,2,0,20000,-9,-9,-9,-9,-9,-9,-9,-9,-9,20.0,14.9,7.2,1017.5,1018.3,-9.0
202409240000,113,60,6,-9,10000,-9,-9,-9,5,5,0,20000,-9,-9,-9,-9,-9,-9,-9,-9,-9,19.2,15.3,7.8,1017.5,1018.3,-9.0
202409240100,113,100,8,-9,10000,-9,-9,-9,5,5,0,20000,-9,-9,-9,-9,-9,-9,-9,-9,-9,20.0,12.8,6.3,1017.6,1018.4,-9.0
202409240200,113,100,8,-9,10000,-9,-9,-9,6,6,0,20000,-9,-9,-9,-9,-9,-9,-9,-9,-9,19.4,12.2,6.3,1017.4,1018.2,-9.0
202409240300,113,100,6,-9,10000,-9,-9,-9,6,6,0,20000,-9,-9,-9,-9,-9,-9,-9,-9,-9,18.8,12.3,6.6,1017.4,1018.3,-9.0
202409240400,113,100,8,-9,10000,-9,-9,-9,6,6,0,20000,-9,-9,-9,-9,-9,-9,-9,-9,-9,18.5,11.8,6.5,1017.2,1018.1,-9.0
202409240500,113,100,4,-9,10000,-9,-9,-9,5,5,0,20000,-9,-9,-9,-9,-9,-9,-9,-9,-9,17.9,11.5,6.6,1017.2,1018.0,-9.0
202409240600,113,80,3,-9,10000,-9,-9,-9,2,2,0,20000,-9,-9,-9,-9,-9,-9,-9,-9,-9,17.3,11.2,6.7,1017.3,1018.1,-9.0
202409240700,113,60,5,-9,10000,-9,-9,-9,2,2,0,20000,-9,-9,-9,-9,-9,-9,-9,-9,-9,17.2,11.6,7.0,1017.9,1018.7,-9.0
202409240800,113,50,6,-9,10000,-9,-9,-9,1,1,0,20000,-9,-9,-9,-9,-9,-9,-9,-9,-9,18.5,13.7,7.3,1017.9,1018.7,-9.0
202409240900,113,100,7,-9,10000,-9,-9,-9,0,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,20.9,12.4,5.8,1017.9,1018.7,-9.0
202409241000,113,110,7,-9,10000,-9,-9,-9,0,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,22.1,12.3,5.4,1018.1,1018.9,-9.0
202409241100,113,120,6,-9,10000,-9,-9,-9,0,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,23.1,12.3,5.1,1017.5,1018.3,-9.0
202409241200,113,70,5,-9,10000,-9,-9,-9,0,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,24.0,12.9,5.0,1016.6,1017.5,-9.0
202409241300,113,130,3,-9,10000,-9,-9,-9,0,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,24.9,12.2,4.5,1016.0,1016.8,-9.0
202409241400,113,10,7,-9,10000,-9,-9,-9,0,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,25.3,12.0,4.3,1015.2,1016.0,-9.0
202409241500,113,20,5,-9,10000,-9,-9,-9,0,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,25.5,11.5,4.2,1014.6,1015.4,-9.0
202409241600,113,270,6,-9,10000,-9,-9,-9,0,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,25.9,12.6,4.4,1014.4,1015.2,-9.0
202409241700,113,300,5,-9,10000,-9,-9,-9,0,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,24.7,13.0,4.8,1014.4,1015.2,-9.0
202409241800,113,280,6,-9,10000,-9,-9,-9,0,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,23.2,13.0,5.3,1014.6,1015.4,-9.0
202409241900,113,280,4,-9,10000,-9,-9,-9,0,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,22.5,13.3,5.6,1014.7,1015.5,-9.0
202409242000,113,310,3,-9,10000,-9,-9,-9,0,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,21.5,13.8,6.2,1015.0,1015.8,-9.0
202409242100,113,40,3,-9,10000,-9,-9,-9,1,1,0,20000,-9,-9,-9,-9,-9,-9,-9,-9,-9,21.5,15.6,6.9,1014.9,1015.7,-9.0
202409242200,113,20,5,-9,10000,-9,-9,-9,0,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,21.8,14.5,6.3,1014.9,1015.7,-9.0
202409242300,113,50,6,-9,10000,-9,-9,-9,0,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,20.5,15.4,7.3,1014.9,1015.7,-9.0
202409250000,113,50,6,-9,10000,-9,-9,-9,0,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,20.4,16.5,7.9,1014.7,1015.5,-9.0
202409250100,113,40,5,-9,10000,-9,-9,-9,0,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,20.7,16.7,7.8,1014.8,1015.6,-9.0
202409250200,113,50,6,-9,10000,-9,-9,-9,6,1,6,4500,6,3,8500,-9,-9,-9,-9,-9,-9,20.1,16.5,8.0,1014.9,1015.7,-9.0
202409250300,113,50,6,-9,10000,-9,-9,-9,6,1,6,4500,6,3,7000,-9,-9,-9,-9,-9,-9,19.7,16.0,7.9,1014.5,1015.4,-9.0
202409250400,113,40,7,-9,10000,-9,-9,-9,7,1,6,4500,7,3,7000,-9,-9,-9,-9,-9,-9,19.8,16.5,8.2,1014.2,1015.0,-9.0
202409250500,113,60,5,-9,10000,-9,-9,-9,7,1,6,4500,7,3,7500,-9,-9,-9,-9,-9,-9,19.6,16.3,8.1,1013.9,1014.8,-9.0
202409250600,113,50,5,-9,10000,-9,-9,-9,2,2,3,7000,-9,-9,-9,-9,-9,-9,-9,-9,-9,19.0,16.5,8.6,1014.1,1014.9,-9.0
202409250700,113,60,6,-9,10000,-9,-9,-9,2,2,3,10000,-9,-9,-9,-9,-9,-9,-9,-9,-9,18.9,16.7,8.7,1014.2,1015.0,-9.0
202409250800,113,100,4,-9,10000,-9,-9,-9,3,1,6,4500,3,3,8500,-9,-9,-9,-9,-9,-9,22.3,17.5,7.4,1014.8,1015.6,-9.0
202409250900,113,130,8,-9,10000,-9,-9,-9,7,1,6,4500,7,4,8000,-9,-9,-9,-9,-9,-9,22.4,17.5,7.4,1015.2,1016.0,-9.0
202409251000,113,130,8,-9,10000,-9,-9,-9,7,2,6,4000,7,3,8000,-9,-9,-9,-9,-9,-9,22.9,18.1,7.5,1015.5,1016.3,-9.0
202409251100,113,130,7,-9,10000,-9,-9,-9,3,1,6,4000,3,3,10000,-9,-9,-9,-9,-9,-9,24.7,18.9,7.0,1015.1,1015.9,-9.0
202409251200,113,170,5,-9,10000,-9,-9,-9,4,1,6,4000,4,3,8000,-9,-9,-9,-9,-9,-9,25.8,18.8,6.6,1014.5,1015.3,-9.0
202409251300,113,180,6,-9,10000,-9,-9,-9,3,1,8,3000,3,0,20000,-9,-9,-9,-9,-9,-9,26.4,18.9,6.3,1013.9,1014.7,-9.0
202409251400,113,190,6,-9,10000,-9,-9,-9,5,2,8,3500,5,3,7000,-9,-9,-9,-9,-9,-9,26.6,19.2,6.4,1013.5,1014.3,-9.0
202409251500,113,210,6,-9,10000,-9,-9,-9,4,3,6,6000,4,0,18000,-9,-9,-9,-9,-9,-9,27.1,17.1,5.5,1013.1,1013.9,-9.0
202409251600,113,260,5,-9,10000,-9,-9,-9,2,2,3,8000,-9,-9,-9,-9,-9,-9,-9,-9,-9,27.3,17.7,5.6,1012.7,1013.5,-9.0
202409251700,113,300,7,-9,10000,-9,-9,-9,3,3,3,8000,-9,-9,-9,-9,-9,-9,-9,-9,-9,25.6,18.3,6.4,1012.8,1013.6,-9.0
202409251800,113,290,5,-9,10000,-9,-9,-9,3,3,3,8000,-9,-9,-9,-9,-9,-9,-9,-9,-9,24.0,19.4,7.6,1013.3,1014.1,-9.0
202409251900,113,340,2,-9,10000,-9,-9,-9,7,7,4,8000,-9,-9,-9,-9,-9,-9,-9,-9,-9,24.0,18.7,7.2,1013.3,1014.1,-9.0
202409252000,113,320,2,-9,10000,-9,-9,-9,7,7,4,8000,-9,-9,-9,-9,-9,-9,-9,-9,-9,24.2,18.6,7.1,1013.6,1014.4,-9.0
202409252100,113,320,3,-9,10000,-9,-9,-9,6,6,4,8500,-9,-9,-9,-9,-9,-9,-9,-9,-9,23.9,19.4,7.6,1013.7,1014.5,-9.0
202409252200,113,350,2,-9,10000,-9,-9,-9,8,8,4,8000,-9,-9,-9,-9,-9,-9,-9,-9,-9,23.8,19.6,7.8,1013.6,1014.4,-9.0
202409252300,113,30,3,-9,10000,-9,-9,-9,8,8,4,7500,-9,-9,-9,-9,-9,-9,-9,-9,-9,23.8,20.0,8.0,1013.6,1014.4,-9.0
202409260000,113,60,4,-9,10000,-9,-9,60,8,6,6,4000,8,4,7500,-9,-9,-9,-9,-9,-9,23.3,20.0,8.2,1013.5,1014.3,0.0
202409260100,113,50,3,-9,10000,-9,-9,21,8,8,4,7500,-9,-9,-9,-9,-9,-9,-9,-9,-9,23.1,19.9,8.2,1013.3,1014.2,0.0
202409260200,113,60,3,-9,10000,-9,-9,-9,7,1,6,4500,5,3,7000,7,4,11000,-9,-9,-9,22.9,19.2,8.0,1013.1,1014.0,-9.0
202409260300,113,90,2,-9,10000,-9,-9,60,8,3,6,4500,7,3,7000,8,4,9500,-9,-9,-9,22.8,19.0,7.9,1012.8,1013.6,0.0
202409260400,113,300,2,-9,6000,-9,-9,63,8,5,6,4500,7,3,7500,8,4,10000,-9,-9,-9,21.7,19.5,8.8,1012.7,1013.5,0.6
202409260500,113,10,4,-9,10000,-9,-9,61,8,1,6,4500,7,3,6500,8,4,9000,-9,-9,-9,21.7,20.6,9.3,1012.7,1013.5,0.9
202409260600,113,350,6,-9,10000,-9,-9,63,8,5,6,4000,7,3,7500,8,4,10000,-9,-9,-9,21.0,20.1,9.4,1013.1,1014.0,1.2
202409260700,113,40,4,-9,10000,-9,-9,21,7,5,6,3500,7,4,8000,-9,-9,-9,-9,-9,-9,21.1,18.8,8.7,1013.3,1014.1,3.8
202409260800,113,50,3,-9,10000,-9,-9,-9,6,3,6,3500,6,3,6500,-9,-9,-9,-9,-9,-9,21.5,19.1,8.6,1013.7,1014.5,-9.0
202409260900,113,40,4,-9,10000,-9,-9,-9,3,1,6,3500,3,3,7000,-9,-9,-9,-9,-9,-9,23.3,18.9,7.6,1013.9,1014.8,-9.0
202409261000,113,30,5,-9,10000,-9,-9,-9,6,6,3,7000,-9,-9,-9,-9,-9,-9,-9,-9,-9,23.7,19.8,7.9,1014.0,1014.8,-9.0
202409261100,113,10,4,-9,10000,-9,-9,-9,3,3,3,7000,-9,-9,-9,-9,-9,-9,-9,-9,-9,24.8,19.7,7.3,1013.8,1014.6,-9.0
202409261200,113,300,4,-9,10000,-9,-9,-9,3,1,6,2500,3,3,7000,-9,-9,-9,-9,-9,-9,25.6,20.0,7.1,1013.3,1014.1,-9.0
202409261300,113,310,5,-9,10000,-9,-9,-9,3,1,6,2000,3,0,20000,-9,-9,-9,-9,-9,-9,26.2,19.9,6.8,1012.7,1013.5,-9.0
202409261400,113,290,7,-9,10000,-9,-9,-9,2,2,6,3000,-9,-9,-9,-9,-9,-9,-9,-9,-9,25.9,20.3,7.1,1012.1,1012.9,-9.0
202409261500,113,270,9,-9,10000,-9,-9,-9,1,1,6,3000,-9,-9,-9,-9,-9,-9,-9,-9,-9,25.9,20.2,7.1,1011.9,1012.7,-9.0
202409261600,113,290,9,-9,10000,-9,-9,-9,1,1,6,2500,-9,-9,-9,-9,-9,-9,-9,-9,-9,25.1,20.1,7.4,1011.8,1012.6,-9.0
202409261700,113,280,8,-9,10000,-9,-9,-9,0,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,24.7,19.5,7.3,1011.7,1012.5,-9.0
202409261800,113,280,7,-9,10000,-9,-9,-9,0,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,23.5,19.3,7.8,1011.7,1012.5,-9.0
202409261900,113,300,4,-9,10000,-9,-9,-9,1,1,6,2000,-9,-9,-9,-9,-9,-9,-9,-9,-9,22.7,19.4,8.2,1012.1,1012.9,-9.0
202409262000,113,290,5,-9,10000,-9,-9,-9,0,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,22.6,19.1,8.1,1012.8,1013.6,-9.0
202409262100,113,310,4,-9,10000,-9,-9,-9,1,1,7,1900,-9,-9,-9,-9,-9,-9,-9,-9,-9,22.1,18.8,8.1,1012.8,1013.6,-9.0
202409262200,113,300,2,-9,10000,-9,-9,-9,2,2,0,20000,-9,-9,-9,-9,-9,-9,-9,-9,-9,22.3,19.6,8.5,1012.9,1013.7,-9.0
202409262300,113,50,2,-9,10000,-9,-9,-9,4,4,0,20000,-9,-9,-9,-9,-9,-9,-9,-9,-9,21.9,19.7,8.8,1013.0,1013.8,-9.0
202409270000,113,360,3,-9,10000,-9,-9,-9,2,2,0,20000,-9,-9,-9,-9,-9,-9,-9,-9,-9,21.8,19.5,8.7,1012.9,1013.7,-9.0
202409270100,113,20,3,-9,10000,-9,-9,-9,3,3,0,20000,-9,-9,-9,-9,-9,-9,-9,-9,-9,21.6,18.1,8.0,1012.9,1013.7,-9.0
202409270200,113,10,5,-9,10000,-9,-9,-9,3,1,6,4500,3,0,20000,-9,-9,-9,-9,-9,-9,21.7,17.7,7.8,1012.7,1013.5,-9.0
202409270300,113,80,2,-9,10000,-9,-9,-9,3,1,6,5000,3,0,20000,-9,-9,-9,-9,-9,-9,20.5,17.7,8.4,1012.4,1013.3,-9.0
202409270400,113,20,4,-9,10000,-9,-9,-9,1,1,6,4500,-9,-9,-9,-9,-9,-9,-9,-9,-9,20.7,17.3,8.1,1012.6,1013.4,-9.0
202409270500,113,20,6,-9,10000,-9,-9,-9,1,1,6,4500,-9,-9,-9,-9,-9,-9,-9,-9,-9,20.3,17.4,8.3,1012.9,1013.7,-9.0
202409270600,113,30,9,-9,10000,-9,-9,-9,2,2,0,20000,-9,-9,-9,-9,-9,-9,-9,-9,-9,20.0,17.8,8.7,1013.0,1013.9,-9.0
202409270700,113,30,6,-9,10000,-9,-9,-9,2,2,0,20000,-9,-9,-9,-9,-9,-9,-9,-9,-9,20.0,17.7,8.7,1013.8,1014.6,-9.0
202409270800,113,60,6,-9,10000,-9,-9,-9,3,1,6,5500,3,0,20000,-9,-9,-9,-9,-9,-9,20.0,17.7,8.6,1014.4,1015.2,-9.0
202409270900,113,30,8,-9,10000,-9,-9,-9,2,2,0,20000,-9,-9,-9,-9,-9,-9,-9,-9,-9,20.8,17.6,8.2,1014.7,1015.5,-9.0
202409271000,113,50,7,-9,10000,-9,-9,-9,4,4,0,20000,-9,-9,-9,-9,-9,-9,-9,-9,-9,22.4,17.9,7.6,1014.8,1015.6,-9.0
202409271100,113,20,7,-9,10000,-9,-9,-9,5,5,0,20000,-9,-9,-9,-9,-9,-9,-9,-9,-9,23.9,18.7,7.3,1014.4,1015.2,-9.0
202409271200,113,30,7,-9,10000,-9,-9,-9,2,2,0,20000,-9,-9,-9,-9,-9,-9,-9,-9,-9,24.9,18.2,6.7,1014.1,1014.9,-9.0
202409271300,113,330,7,-9,10000,-9,-9,-9,2,2,0,20000,-9,-9,-9,-9,-9,-9,-9,-9,-9,25.3,18.3,6.5,1013.6,1014.4,-9.0
202409271400,113,300,7,-9,10000,-9,-9,-9,2,2,6,3000,-9,-9,-9,-9,-9,-9,-9,-9,-9,25.7,18.4,6.4,1013.2,1014.0,-9.0
202409271500,113,310,8,-9,10000,-9,-9,-9,3,3,6,3000,-9,-9,-9,-9,-9,-9,-9,-9,-9,26.2,18.5,6.3,1012.9,1013.7,-9.0
202409271600,113,310,10,-9,10000,-9,-9,-9,3,3,6,4000,-9,-9,-9,-9,-9,-9,-9,-9,-9,26.4,19.1,6.4,1012.7,1013.5,-9.0
202409271700,113,320,9,-9,10000,-9,-9,-9,2,2,6,5000,-9,-9,-9,-9,-9,-9,-9,-9,-9,26.2,18.7,6.3,1012.9,1013.7,-9.0
202409271800,113,10,9,-9,10000,-9,-9,-9,1,1,6,6000,-9,-9,-9,-9,-9,-9,-9,-9,-9,25.7,17.5,6.0,1013.5,1014.3,-9.0
202409271900,113,30,13,-9,10000,-9,-9,-9,1,1,6,5000,-9,-9,-9,-9,-9,-9,-9,-9,-9,24.1,17.1,6.5,1013.8,1014.6,-9.0
202409272000,113,30,14,-9,10000,-9,-9,-9,2,2,6,5000,-9,-9,-9,-9,-9,-9,-9,-9,-9,22.7,16.7,6.9,1014.5,1015.3,-9.0
202409272100,113,40,12,-9,10000,-9,-9,-9,1,1,6,5000,-9,-9,-9,-9,-9,-9,-9,-9,-9,21.7,16.7,7.3,1015.0,1015.8,-9.0
202409272200,113,40,12,-9,10000,-9,-9,-9,0,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,20.9,16.3,7.5,1015.1,1015.9,-9.0
202409272300,113,50,14,-9,10000,-9,-9,-9,0,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,20.5,16.0,7.6,1015.3,1016.2,-9.0
202409280000,113,50,9,-9,10000,-9,-9,-9,0,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,19.8,16.0,7.9,1015.6,1016.4,-9.0
202409280100,113,50,10,-9,10000,-9,-9,-9,0,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,19.6,15.5,7.7,1015.8,1016.6,-9.0
202409280200,113,50,10,-9,10000,-9,-9,-9,0,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,19.4,15.4,7.8,1016.0,1016.8,-9.0
